ts_local             id    signal_type  direction  entry_price  tp_price         sl_price        exit_reason            
-------------------  ----  -----------  ---------  -----------  ---------------  --------------  -----------------------
2025-11-22 20:04:02  6823  INSTANT_XL   long       84483.05     84595.15900735   84393.3290009   Price reached TP (+$50)
2025-11-22 20:02:39  6822  INSTANT_XL   long       84587.45     84699.69754615   84497.6181281   Price reached SL (-$40)
2025-11-22 19:56:40  6820  INSTANT_XL   short      84708.45     84596.04188685   84798.4103739   Price reached TP (+$50)
2025-11-22 19:52:25  6818  INSTANT_XL   short      84600.05     84487.78573365   84689.8952531   Price reached SL (-$40)
2025-11-22 19:08:31  6813  INSTANT_XL   long       84391.85     84503.83798495   84302.2258553   Price reached TP (+$50)
2025-11-22 18:59:33  6812  INSTANT_XL   long       84245.25     84357.04344675   84155.7815445   Price reached TP (+$50)
2025-11-22 18:51:48  6808  INSTANT_XL   long       84096.15     84207.74559105   84006.8398887   Price reached TP (+$50)
2025-11-22 18:48:24  6806  INSTANT_XL   long       83999.15     84110.61687205   83909.9429027   Price reached TP (+$50)
2025-11-22 18:40:13  6803  INSTANT_XL   short      84115.15     84003.52919595   84204.4802893   Price reached TP (+$50)
2025-11-22 18:24:24  6802  INSTANT_XL   long       84389.45     84501.43480015   84299.8284041   Price reached SL (-$40)
2025-11-22 18:13:16  6799  INSTANT_XL   long       84294.15     84406.00833705   84204.6296127   Price reached TP (+$50)
2025-11-22 18:06:48  6794  INSTANT_XL   long       84379.95     84491.92219365   84290.3384931   Price reached SL (-$40)
2025-11-22 17:31:03  6791  INSTANT_XL   long       84491.95     84604.07081765   84402.2195491   Price reached SL (-$40)
2025-11-22 17:23:13  6789  INSTANT_XL   long       84394.05     84506.04090435   84304.4235189   Price reached TP (+$50)
2025-11-22 17:20:58  6788  INSTANT_XL   long       84470.05     84582.14175635   84380.3428069   Price reached SL (-$40)
2025-11-22 17:15:43  6785  INSTANT_XL   long       84473.65     84585.74653355   84383.9389837   Price reached TP (+$50)
2025-11-22 17:09:13  6783  INSTANT_XL   long       84177.35     84289.05334345   84087.9536543   Price reached TP (+$50)
2025-11-22 16:56:20  6780  INSTANT_XL   long       83896.75     84008.08098725   83807.6516515   Price reached TP (+$50)
2025-11-22 15:12:15  6778  INSTANT_XL   long       83677.35     83788.38984345   83588.4846543   Price reached TP (+$50)
2025-11-22 15:09:19  6776  INSTANT_XL   long       83793.75     83904.94430625   83704.7610375   Price reached SL (-$40)
2025-11-22 15:00:29  6774  INSTANT_XL   long       84086.95     84198.53338265   83997.6496591   Price reached SL (-$40)
2025-11-22 14:27:23  6771  INSTANT_XL   short      84206.95     84095.20737735   84296.3777809   Price reached TP (+$50)
2025-11-22 14:16:39  6767  INSTANT_XL   long       83983.85     84095.29656895   83894.6591513   Price reached SL (-$40)
2025-11-22 13:19:11  6764  INSTANT_XL   short      83900.05     83788.71463365   83989.1518531   Price reached TP (+$50)
2025-11-22 13:11:51  6760  INSTANT_XL   long       84097.95     84209.54797965   84008.6379771   Price reached SL (-$40)
2025-11-22 12:51:46  6751  INSTANT_XL   long       83893.65     84004.97687355   83804.5549437   Price reached TP (+$50)
2025-11-22 12:46:42  6747  INSTANT_XL   long       83999.95     84111.41793365   83910.7420531   Price reached SL (-$40)
2025-11-22 12:43:01  6741  INSTANT_XL   long       83884.65     83995.96493055   83795.5645017   Price reached TP (+$50)
2025-11-22 12:40:21  6738  INSTANT_XL   long       84088.55     84200.13550585   83999.2479599   Price reached SL (-$40)
2025-11-22 12:25:17  6734  INSTANT_XL   long       84092.55     84204.14081385   84003.2437119   Price reached SL (-$40)
2025-11-22 12:17:29  6732  INSTANT_XL   long       84190.85     84302.57125795   84101.4393173   Price reached SL (-$40)
2025-11-22 11:44:40  6727  INSTANT_XL   short      84016.05     83904.56070165   84105.2750451   Price reached SL (-$40)
2025-11-22 11:39:30  6724  INSTANT_XL   short      83924.15     83812.78265295   84013.2774473   Price reached SL (-$40)
2025-11-22 11:35:10  6723  INSTANT_XL   short      84115.95     84004.32813435   84205.2811389   Price reached TP (+$50)
2025-11-22 11:06:44  6720  INSTANT_XL   short      84400.05     84288.05113365   84489.6828531   Price reached TP (+$50)
2025-11-22 11:06:43  6719  INSTANT_XL   short      84400.05     84288.05113365   84489.6828531   Price reached TP (+$50)
2025-11-22 10:40:32  6714  INSTANT_XL   long       84498.55     84610.67957585   84408.8125399   Price reached SL (-$40)
2025-11-22 10:36:27  6711  INSTANT_XL   long       84399.95     84511.94873365   84310.3172531   Price reached TP (+$50)
2025-11-22 10:24:27  6707  INSTANT_XL   long       84479.65     84591.75449555   84389.9326117   Price reached SL (-$40)
2025-11-22 10:13:23  6704  INSTANT_XL   long       84393.65     84505.64037355   84304.0239437   Price reached TP (+$50)
2025-11-22 10:09:07  6702  INSTANT_XL   long       84480.45     84592.55555715   84390.7317621   Price reached SL (-$40)
2025-11-22 09:53:37  6696  INSTANT_XL   short      84610.05     84497.77246365   84699.9058731   Price reached TP (+$50)
2025-11-22 09:50:32  6695  INSTANT_XL   long       84498.65     84610.77970855   84408.9124337   Price reached TP (+$50)
2025-11-22 09:41:02  6692  INSTANT_XL   long       84581.05     84693.28905335   84491.2249249   Price reached SL (-$40)
2025-11-22 09:35:07  6689  INSTANT_XL   long       84756.75     84869.22220725   84666.7383315   Price reached SL (-$40)
2025-11-22 09:32:14  6688  INSTANT_XL   long       84583.05     84695.29170735   84493.2228009   Price reached TP (+$50)
2025-11-22 09:21:22  6682  INSTANT_XL   short      84419.25     84307.22565525   84508.9032435   Price reached SL (-$40)
2025-11-22 09:12:37  6678  INSTANT_XL   short      84208.35     84096.60551955   84297.7792677   Price reached SL (-$40)
2025-11-22 09:04:55  6673  INSTANT_XL   long       84101.55     84213.15275685   84012.2341539   Price reached TP (+$50)
2025-11-22 05:47:14  6672  INSTANT_XL   long       84358.65     84470.59392855   84269.0611137   Price reached SL (-$40)
2025-11-21 22:54:02  6666  INSTANT_XL   long       84099.95     84211.55063365   84010.6358531   Price reached TP (+$50)
2025-11-21 22:43:57  6661  INSTANT_XL   short      84413.55     84301.53321915   84503.1971901   Price reached TP (+$50)
2025-11-21 22:22:09  6657  INSTANT_XL   short      84969.65     84856.89527445   85059.8877683   Price reached TP (+$50)
2025-11-21 22:19:40  6654  INSTANT_XL   short      84705.65     84593.24560245   84795.6074003   Price reached SL (-$40)
2025-11-21 22:14:19  6651  INSTANT_XL   long       84489.35     84601.46736745   84399.6223103   Price reached TP (+$50)
2025-11-21 22:12:45  6648  INSTANT_XL   short      84628.35     84516.04817955   84718.2253077   Price reached TP (+$50)
2025-11-21 22:09:40  6646  INSTANT_XL   short      84753.95     84641.48150835   84843.9586949   Price reached TP (+$50)
2025-11-21 22:03:10  6644  INSTANT_XL   long       84482.55     84594.65834385   84392.8295319   Price reached TP (+$50)
2025-11-21 21:57:35  6641  INSTANT_XL   long       84499.95     84612.08143365   84410.2110531   Price reached SL (-$40)
2025-11-21 21:56:35  6639  INSTANT_XL   short      84630.05     84517.74592365   84719.9271131   Price reached TP (+$50)
2025-11-21 21:45:30  6634  INSTANT_XL   short      84442.45     84330.39486885   84532.1278819   Price reached SL (-$40)
2025-11-21 21:44:35  6631  INSTANT_XL   long       84396.65     84508.64435455   84307.0207577   Price reached TP (+$50)
2025-11-21 21:39:50  6629  INSTANT_XL   short      84465.85     84353.76381705   84555.5527327   Price reached TP (+$50)
2025-11-21 21:35:30  6627  INSTANT_XL   long       84277.25     84389.08591075   84187.7475605   Price reached TP (+$50)
2025-11-21 21:24:14  6622  INSTANT_XL   long       83485.95     83596.73585565   83397.2879211   Price reached TP (+$50)
2025-11-21 21:00:20  6620  INSTANT_XL   short      84907.15     84794.47821195   84997.3213933   Price reached TP (+$50)
2025-11-21 20:54:45  6617  INSTANT_XL   short      84917.25     84804.56480925   85007.4321195   Price reached SL (-$40)
2025-11-21 20:52:40  6614  INSTANT_XL   short      85028.95     84916.11658335   85119.2507449   Price reached TP (+$50)
2025-11-21 20:46:45  6609  INSTANT_XL   short      85133.55     85020.57777915   85223.9618301   Price reached SL (-$40)
2025-11-21 20:44:15  6607  INSTANT_XL   long       85110.05     85222.99103635   85019.6631269   Price reached TP (+$50)
2025-11-21 20:20:25  6603  INSTANT_XL   short      85035.75     84922.90755975   85126.0579665   Price reached TP (+$50)
2025-11-21 20:18:15  6601  INSTANT_XL   short      85291.35     85178.16837855   85381.9294137   Price reached TP (+$50)
2025-11-21 20:15:10  6599  INSTANT_XL   short      85170.55     85057.52868015   85261.0011241   Price reached SL (-$40)
2025-11-21 19:58:20  6597  INSTANT_XL   long       84666.55     84778.90251185   84576.6341239   Price reached TP (+$50)
2025-11-21 18:34:28  6595  INSTANT_XL   short      83521.95     83411.11637235   83610.6503109   Price reached TP (+$50)
2025-11-21 18:32:08  6593  INSTANT_XL   short      83733.95     83622.83504835   83822.8754549   Price reached TP (+$50)
2025-11-21 18:29:03  6591  INSTANT_XL   short      83624.25     83513.28062025   83713.0589535   Price reached TP (+$50)
2025-11-21 18:26:23  6589  INSTANT_XL   short      83945.05     83833.65491865   84034.1996431   Price reached TP (+$50)
2025-11-21 18:21:03  6585  INSTANT_XL   short      83744.45     83633.32111485   83833.3866059   Price reached SL (-$40)
2025-11-21 18:20:23  6583  INSTANT_XL   short      83902.35     83791.01158155   83991.4542957   Price reached TP (+$50)
2025-11-21 18:16:28  6580  INSTANT_XL   short      84117.85     84006.22561305   84207.1831567   Price reached TP (+$50)
2025-11-21 18:13:08  6579  INSTANT_XL   long       84201.65     84313.38558955   84112.2278477   Price reached SL (-$40)
2025-11-21 18:12:03  6578  INSTANT_XL   short      84413.15     84301.13374995   84502.7967653   Price reached TP (+$50)
